,store,sido,gungu,store_address,_merge
1829,청라점,충청남도,보령시,충청남도 보령시 청라면 당안길1,both
1830,대학로점,강원도,삼척시,강원도 삼척시 대학로 45(당저동),both
1831,도계점,강원도,삼척시,"강원도 삼척시 도계읍 도계로 228, 1/3",both
1832,대학로점,강원도,삼척시,강원도 삼척시 대학로 45(당저동),both
1833,도계점,강원도,삼척시,"강원도 삼척시 도계읍 도계로 228, 1/3",both
1834,대화1점,대전광역시,대덕구,대전광역시 대덕구 동심1길 32(대화동),both
1835,목상석봉점,대전광역시,대덕구,"대전광역시 대덕구 대덕대로1454번길 11-6(목상동,1층)",both
1836,법1동점,대전광역시,대덕구,대전광역시 대덕구 법동 281 삼정하이츠@상가 1층,both
1837,법2동점,대전광역시,대덕구,대전광역시 대덕구 법동 206-6,both
1838,송촌점,대전광역시,대덕구,대전광역시 대덕구 송촌동 222-12,both
1839,신대점,대전광역시,대덕구,대전광역시 대덕구 신대동 216번지,both
1840,신탄1덕암점,대전광역시,대덕구,대전광역시 대덕구 평촌동 535-1 덕암연립상가2동 1층 1호~2호,both
1841,신탄3점,대전광역시,대덕구,대전광역시 대덕구 신탄진동 18-8,both
1842,중리점(대전),대전광역시,대덕구,대전광역시 대덕구 중리남로 20,both
1843,대화1점,대전광역시,대덕구,대전광역시 대덕구 동심1길 32(대화동),both
1844,목상석봉점,대전광역시,대덕구,"대전광역시 대덕구 대덕대로1454번길 11-6(목상동,1층)",both
1845,법1동점,대전광역시,대덕구,대전광역시 대덕구 법동 281 삼정하이츠@상가 1층,both
1846,법2동점,대전광역시,대덕구,대전광역시 대덕구 법동 206-6,both
1847,송촌점,대전광역시,대덕구,대전광역시 대덕구 송촌동 222-12,both
1848,신대점,대전광역시,대덕구,대전광역시 대덕구 신대동 216번지,both
1849,신탄1덕암점,대전광역시,대덕구,대전광역시 대덕구 평촌동 535-1 덕암연립상가2동 1층 1호~2호,both
1850,신탄3점,대전광역시,대덕구,대전광역시 대덕구 신탄진동 18-8,both
1851,중리점(대전),대전광역시,대덕구,대전광역시 대덕구 중리남로 20,both
1852,대화점,강원도,평창군,강원도 평창군 대화면 대화3길 46,both
1853,봉평점,강원도,평창군,강원도 평창군 봉평면 기풍3길 28,both
1854,진부점,강원도,평창군,강원도 평창군 진부면 진부중앙로 70,both
1855,평창점,강원도,평창군,강원도 평창군 평창읍 평창중앙로 84,both
1856,대화점,강원도,평창군,강원도 평창군 대화면 대화3길 46,both
1857,봉평점,강원도,평창군,강원도 평창군 봉평면 기풍3길 28,both
1858,진부점,강원도,평창군,강원도 평창군 진부면 진부중앙로 70,both
1859,평창점,강원도,평창군,강원도 평창군 평창읍 평창중앙로 84,both
1860,덕풍동점,경기도,하남시,"경기도 하남시 신장동 430-7 성원쌍떼빌 104호, 105호",both
1861,신장동점,경기도,하남시,경기도 하남시 신장1동 443-21,both
1862,풍산동점,경기도,하남시,"경기도 하남시 덕풍남로 12. 103호(덕풍동,1층)",both
1863,하남신도시점,경기도,하남시,경기도 하남시 신장2동 528 현대A 116-115,both
1864,덕풍동점,경기도,하남시,"경기도 하남시 신장동 430-7 성원쌍떼빌 104호, 105호",both
1865,신장동점,경기도,하남시,경기도 하남시 신장1동 443-21,both
1866,풍산동점,경기도,하남시,"경기도 하남시 덕풍남로 12. 103호(덕풍동,1층)",both
1867,하남신도시점,경기도,하남시,경기도 하남시 신장2동 528 현대A 116-115,both
1868,도고점,충청남도,아산시,충청남도 아산시 도고면 신언리 96-10,both
1869,모산점,충청남도,아산시,충청남도 아산시 배방면 공수리 63-24,both
1870,송악점,충청남도,아산시,충청남도 아산시 송악면 외암리 595-104,both
1871,신창점,충청남도,아산시,충청남도 아산시 신창면 서부남로 868,both
1872,온양1점,충청남도,아산시,충청남도 아산시 충무로 20번길 20,both
1873,온양3점,충청남도,아산시,충청남도 아산시 모종동 561-12,both
1874,용화점,충청남도,아산시,"충청남도 아산시 용화동 694, 101호",both
1875,음봉점,충청남도,아산시,충청남도 아산시 음봉면 산동안길 10,both
1876,초원점,충청남도,아산시,충청남도 아산시 좌부동 84 초원상가 103,both
1877,탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로 230-11,both
1878,테크노점(아산),충청남도,아산시,충청남도 아산시 둔포면 석곡리 1520 아산테크노빌딩 102,both
1879,도고점,충청남도,아산시,충청남도 아산시 도고면 신언리 96-10,both
1880,모산점,충청남도,아산시,충청남도 아산시 배방면 공수리 63-24,both
1881,송악점,충청남도,아산시,충청남도 아산시 송악면 외암리 595-104,both
1882,신창점,충청남도,아산시,충청남도 아산시 신창면 서부남로 868,both
1883,온양1점,충청남도,아산시,충청남도 아산시 충무로 20번길 20,both
1884,온양3점,충청남도,아산시,충청남도 아산시 모종동 561-12,both
1885,용화점,충청남도,아산시,"충청남도 아산시 용화동 694, 101호",both
1886,음봉점,충청남도,아산시,충청남도 아산시 음봉면 산동안길 10,both
1887,초원점,충청남도,아산시,충청남도 아산시 좌부동 84 초원상가 103,both
1888,탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로 230-11,both
1889,테크노점(아산),충청남도,아산시,충청남도 아산시 둔포면 석곡리 1520 아산테크노빌딩 102,both
1890,도련점,제주특별자치도,제주시,"제주특별자치도 제주시 삼봉로 115, 미듬하나로맨션상가 103",both
1891,신제주점,제주특별자치도,제주시,제주특별자치도 제주시 신대로 124(연동),both
1892,애월점,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 애월리 1717-6,both
1893,연동점,제주특별자치도,제주시,제주특별자치도 제주시 연동 251-23,both
1894,이도점,제주특별자치도,제주시,"제주특별자치도 제주시 도남로15길 4-12, 101(도남동)",both
1895,일도점,제주특별자치도,제주시,제주특별자치도 제주시 천수로 25-1,both
1896,제주동문점,제주특별자치도,제주시,제주특별자치도 제주시 일도1동 1084-13,both
1897,조천점,제주특별자치도,제주시,제주특별자치도 제주시 조천읍  조천리 2589,both
1898,한림점,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림중앙로 3-1,both
1899,함덕점,제주특별자치도,제주시,제주특별자치도 제주시 초천읍 평사길 4-3,both
1900,동두천역전점,경기도,동두천시,경기도 동두천시 어수로 92,both
1901,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15(생연동),both
1902,송내점,경기도,동두천시,경기도 동두천시 중앙로 126 생연프라자 101호,both
1903,동두천역전점,경기도,동두천시,경기도 동두천시 어수로 92,both
1904,동두천터미널점,경기도,동두천시,경기도 동두천시 중앙로265번길 15(생연동),both
1905,송내점,경기도,동두천시,경기도 동두천시 중앙로 126 생연프라자 101호,both
1906,동명점,경상북도,칠곡군,경상북도 칠곡군 동명면 봉암1길 7,both
1907,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15,both
1908,석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리 11길 28,both
1909,약목점,경상북도,칠곡군,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),both
1910,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 180 삼성A104,both
1911,동명점,경상북도,칠곡군,경상북도 칠곡군 동명면 봉암1길 7,both
1912,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15,both
1913,석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리 11길 28,both
1914,약목점,경상북도,칠곡군,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),both
1915,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 180 삼성A104,both
1916,동송점,강원도,철원군,강원도 철원군 동송읍 금학로 232,both
1917,신수리점,강원도,철원군,강원도 철원군 서면 자등로 593,both
1918,와수리점,강원도,철원군,강원도 철원군 서면 와수리 168-1,both
1919,지경리점,강원도,철원군,강원도 철원군 김화읍 청양로84,both
1920,동송점,강원도,철원군,강원도 철원군 동송읍 금학로 232,both
1921,신수리점,강원도,철원군,강원도 철원군 서면 자등로 593,both
1922,와수리점,강원도,철원군,강원도 철원군 서면 와수리 168-1,both
1923,지경리점,강원도,철원군,강원도 철원군 김화읍 청양로84,both
1924,동해점,강원도,동해시,강원도 동해시 천곡2길 4(천곡동),both
1925,망상점,강원도,동해시,"강원도 동해시 동해대로 6270-18(망상동, 상가116)",both
1926,묵호점,강원도,동해시,"강원도 동해시 발한로 137(발한동, 가동)",both
1927,북평점,강원도,동해시,강원도 동해시 대동로 131(북평동),both
1928,송정점,강원도,동해시,"강원도 동해시 동해항2길 5, 7/2(송정동)",both
1929,효가리점,강원도,동해시,"강원도 동해시 청운로 71(쇄운동, 104)",both
1930,동해점,강원도,동해시,강원도 동해시 천곡2길 4(천곡동),both
1931,망상점,강원도,동해시,"강원도 동해시 동해대로 6270-18(망상동, 상가116)",both
1932,묵호점,강원도,동해시,"강원도 동해시 발한로 137(발한동, 가동)",both
1933,북평점,강원도,동해시,강원도 동해시 대동로 131(북평동),both
1934,송정점,강원도,동해시,"강원도 동해시 동해항2길 5, 7/2(송정동)",both
1935,효가리점,강원도,동해시,"강원도 동해시 청운로 71(쇄운동, 104)",both
1936,두정2점,충청남도,천안시,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",both
1937,두정점,충청남도,천안시,충청남도 천안시서북구 두정역서1길 13,both
1938,병천점,충청남도,천안시,충청남도 천안시동남구 병천면 병천리 157-17,both
1939,불당점,충청남도,천안시,충청남도 천안시서북구 불당동 1124  101호,both
1940,성거점,충청남도,천안시,충청남도 천안시서북구 성거읍 성거길 90,both
1941,성정2점,충청남도,천안시,충청남도 천안시서북구 성정동 서부11길 27,both
1942,성정점,충청남도,천안시,충청남도 천안시서북구 성정동 성정로 141,both
1943,성환점,충청남도,천안시,충청남도 천안시서북구 성환읍 성환리 345-3,both
1944,신계점,충청남도,천안시,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,both
1945,신방점,충청남도,천안시,충청남도 천안시동남구 신방동 서부대로 257-8 대주피오레상가103 ,both
1946,신부대림점,충청남도,천안시,충청남도 천안시동남구 터미널9길 6(신부동),both
1947,신부점,충청남도,천안시,충청남도 천안시동남구 터미널7길 26,both
1948,안서점,충청남도,천안시,충청남도 천안시동남구 안서동 중암1길 17,both
1949,우성점,충청남도,천안시,충청남도 천안시서북구 직산읍 자은가리1길 68  ,both
1950,원앙마을점,충청남도,천안시,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,both
1951,월봉점,충청남도,천안시,충청남도 천안시서북구 쌍용동 월봉로 79,both
1952,이수점,충청남도,천안시,충청남도 천안시서북구 백석동 433-3,both
1953,직산부영점,충청남도,천안시,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호,both
1954,직산점,충청남도,천안시,충청남도 천안시서북구 직산읍 삼은리 76-177,both
1955,천안3점,충청남도,천안시,충청남도 천안시동남구 봉명동 봉정로 18,both
1956,천안4점,충청남도,천안시,충청남도 천안시동남구 오룡동 63-12,both
1957,천안7단지점,충청남도,천안시,"충청남도 천안시서북구 쌍용11길 57 109(쌍용동, 주공아파트 7단지상가)",both
1958,천안백석점,충청남도,천안시,충청남도 천안시서북구 백석5길 23-1(백석동),both
1959,천안신당점,충청남도,천안시,충청남도 천안시서북구 신당동 271-9,both
1960,청당점,충청남도,천안시,"충청남도 천안시동남구 청수10길 12, 101",both
1961,청룡점(천안),충청남도,천안시,충청남도 천안시동남구   구성2길 1(구성동),both
1962,행복점,충청남도,천안시,충청남도 천안시동남구 봉명동 372,both
1963,두정2점,충청남도,천안시,"충청남도 천안시서북구 부성6길 23(두정동, 중앙프라자상가105호)",both
1964,두정점,충청남도,천안시,충청남도 천안시서북구 두정역서1길 13,both
1965,병천점,충청남도,천안시,충청남도 천안시동남구 병천면 병천리 157-17,both
1966,불당점,충청남도,천안시,충청남도 천안시서북구 불당동 1124  101호,both
1967,성거점,충청남도,천안시,충청남도 천안시서북구 성거읍 성거길 90,both
1968,성정2점,충청남도,천안시,충청남도 천안시서북구 성정동 서부11길 27,both
1969,성정점,충청남도,천안시,충청남도 천안시서북구 성정동 성정로 141,both
1970,성환점,충청남도,천안시,충청남도 천안시서북구 성환읍 성환리 345-3,both
1971,신계점,충청남도,천안시,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,both
1972,신방점,충청남도,천안시,충청남도 천안시동남구 신방동 서부대로 257-8 대주피오레상가103 ,both
1973,신부대림점,충청남도,천안시,충청남도 천안시동남구 터미널9길 6(신부동),both
1974,신부점,충청남도,천안시,충청남도 천안시동남구 터미널7길 26,both
1975,안서점,충청남도,천안시,충청남도 천안시동남구 안서동 중암1길 17,both
1976,우성점,충청남도,천안시,충청남도 천안시서북구 직산읍 자은가리1길 68  ,both
1977,원앙마을점,충청남도,천안시,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,both
1978,월봉점,충청남도,천안시,충청남도 천안시서북구 쌍용동 월봉로 79,both
1979,이수점,충청남도,천안시,충청남도 천안시서북구 백석동 433-3,both
1980,직산부영점,충청남도,천안시,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호,both
1981,직산점,충청남도,천안시,충청남도 천안시서북구 직산읍 삼은리 76-177,both
1982,천안3점,충청남도,천안시,충청남도 천안시동남구 봉명동 봉정로 18,both
1983,천안4점,충청남도,천안시,충청남도 천안시동남구 오룡동 63-12,both
1984,천안7단지점,충청남도,천안시,"충청남도 천안시서북구 쌍용11길 57 109(쌍용동, 주공아파트 7단지상가)",both
1985,천안백석점,충청남도,천안시,충청남도 천안시서북구 백석5길 23-1(백석동),both
1986,천안신당점,충청남도,천안시,충청남도 천안시서북구 신당동 271-9,both
1987,청당점,충청남도,천안시,"충청남도 천안시동남구 청수10길 12, 101",both
1988,청룡점(천안),충청남도,천안시,충청남도 천안시동남구   구성2길 1(구성동),both
1989,행복점,충청남도,천안시,충청남도 천안시동남구 봉명동 372,both
1990,둔내점,강원도,횡성군,"강원도 횡성군 둔내면 둔내로48번길, 9",both
1991,안흥점,강원도,횡성군,강원도 횡성군 안흥면 안흥로 30-1,both
1992,우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 333,both
1993,청일점,강원도,횡성군,강원도 횡성군 청일면 유동로 18,both
1994,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 태기로 33,both
1995,횡성중앙점,강원도,횡성군,"강원도 횡성군 횡성읍 문정로19번길, 13-3",both
1996,둔내점,강원도,횡성군,"강원도 횡성군 둔내면 둔내로48번길, 9",both
1997,안흥점,강원도,횡성군,강원도 횡성군 안흥면 안흥로 30-1,both
1998,우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 333,both
1999,청일점,강원도,횡성군,강원도 횡성군 청일면 유동로 18,both
2000,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 태기로 33,both
2001,횡성중앙점,강원도,횡성군,"강원도 횡성군 횡성읍 문정로19번길, 13-3",both
2002,둔덕점,전라남도,여수시,전라남도 여수시 만성로 18,both
2003,둔덕점,전라남도,여수시,전라남도 여수시 만성로 18,both
2004,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49,both
2005,북변점,경기도,김포시,경기도 김포시 북변동 688 대우아파트상가 111호,both
2006,사우지구점,경기도,김포시,경기도 김포시 북변동 832 영풍아파트상가 104,both
2007,양곡1점,경기도,김포시,경기도 김포시 양촌읍 양곡2로60번길 53 101호,both
2008,장기2점,경기도,김포시,경기도 김포시 김포한강1로 97번길 10-14 102호(장기동),both
2009,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",both
2010,풍무2점,경기도,김포시,"경기도 김포시 풍무로 51, 101(풍무동)",both
2011,하성점,경기도,김포시,경기도 김포시 하성면 애기봉로806번길 67,both
2012,마송점,경기도,김포시,경기도 김포시 통진읍 조강로 49,both
2013,북변점,경기도,김포시,경기도 김포시 북변동 688 대우아파트상가 111호,both
2014,사우지구점,경기도,김포시,경기도 김포시 북변동 832 영풍아파트상가 104,both
2015,양곡1점,경기도,김포시,경기도 김포시 양촌읍 양곡2로60번길 53 101호,both
2016,장기2점,경기도,김포시,경기도 김포시 김포한강1로 97번길 10-14 102호(장기동),both
2017,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",both
2018,풍무2점,경기도,김포시,"경기도 김포시 풍무로 51, 101(풍무동)",both
2019,하성점,경기도,김포시,경기도 김포시 하성면 애기봉로806번길 67,both
2020,명보점,충청북도,제천시,충청북도 제천시 용두천로 112(남천동),both
2021,의림점,충청북도,제천시,충청북도 제천시 숭문로20길 29(의림동),both
2022,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동),both
2023,제천역전점,충청북도,제천시,충청북도 제천시 내토로 435-1,both
2024,청풍점,충청북도,제천시,"충청북도 제천시 청풍면 청풍호로58번길, 10-16",both
2025,하소동점,충청북도,제천시,충청북도 제천시 용두대로21길 9(하소동),both
2026,명보점,충청북도,제천시,충청북도 제천시 용두천로 112(남천동),both
2027,의림점,충청북도,제천시,충청북도 제천시 숭문로20길 29(의림동),both
2028,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동),both
2029,제천역전점,충청북도,제천시,충청북도 제천시 내토로 435-1,both
2030,청풍점,충청북도,제천시,"충청북도 제천시 청풍면 청풍호로58번길, 10-16",both
2031,하소동점,충청북도,제천시,충청북도 제천시 용두대로21길 9(하소동),both
2032,목행점,충청북도,충주시,충청북도 충주시 행정10길 10(목행동),both
2033,문화동점,충청북도,충주시,충청북도 충주시 사직산1길 15-11(문화동),both
2034,수안보점,충청북도,충주시,충청북도 충주시 수안보면 장터2길 20-7,both
2035,앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1033-1,both
2036,엄정점,충청북도,충주시,충청북도 충주시 엄정면 내창로 205,both
2037,연수동점,충청북도,충주시,충청북도 충주시 연원로 28(연수동),both
2038,주덕점,충청북도,충주시,충청북도 충주시 주덕읍 쌀전길 4,both
2039,칠금점,충청북도,충주시,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)",both
2040,목행점,충청북도,충주시,충청북도 충주시 행정10길 10(목행동),both
2041,문화동점,충청북도,충주시,충청북도 충주시 사직산1길 15-11(문화동),both
2042,수안보점,충청북도,충주시,충청북도 충주시 수안보면 장터2길 20-7,both
2043,앙성점,충청북도,충주시,충청북도 충주시 앙성면 가곡로 1033-1,both
2044,엄정점,충청북도,충주시,충청북도 충주시 엄정면 내창로 205,both
2045,연수동점,충청북도,충주시,충청북도 충주시 연원로 28(연수동),both
2046,주덕점,충청북도,충주시,충청북도 충주시 주덕읍 쌀전길 4,both
2047,칠금점,충청북도,충주시,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)",both
2048,무주리조트,전라북도,무주군,전라북도 무주군 설천면 만선로 185(한솔동 1층),both
2049,무주점,전라북도,무주군,전라북도 무주군 무주읍 읍내리 249-6,both
2050,무주리조트,전라북도,무주군,전라북도 무주군 설천면 만선로 185(한솔동 1층),both
2051,무주점,전라북도,무주군,전라북도 무주군 무주읍 읍내리 249-6,both
2052,문학점,인천광역시,남구,"인천광역시 남구 승학길 4(문학동, 101호)",both
2053,용현1동점,인천광역시,남구,인천광역시 남구 인하로91번길 20,both
2054,용현2동점,인천광역시,남구,인천광역시 남구 낙섬중로 11(용현동),both
2055,제물포점,인천광역시,남구,인천광역시 남구 장천로112번길 10 1층,both
2056,주안1점,인천광역시,남구,인천광역시 남구 주안동 1523-5,both
2057,주안2동점,인천광역시,남구,인천광역시 남구 주안2동 551-26,both
2058,주안점,인천광역시,남구,"인천광역시 남구 석정로 399, 106호",both
2059,주원점,인천광역시,남구,인천광역시 남구 주안동 1593-34,both
2060,학익점,인천광역시,남구,인천광역시 남구 한나루로 424  1층,both
2061,문학점,인천광역시,남구,"인천광역시 남구 승학길 4(문학동, 101호)",both
2062,용현1동점,인천광역시,남구,인천광역시 남구 인하로91번길 20,both
2063,용현2동점,인천광역시,남구,인천광역시 남구 낙섬중로 11(용현동),both
2064,제물포점,인천광역시,남구,인천광역시 남구 장천로112번길 10 1층,both
2065,주안1점,인천광역시,남구,인천광역시 남구 주안동 1523-5,both
2066,주안2동점,인천광역시,남구,인천광역시 남구 주안2동 551-26,both
2067,주안점,인천광역시,남구,"인천광역시 남구 석정로 399, 106호",both
2068,주원점,인천광역시,남구,인천광역시 남구 주안동 1593-34,both
2069,학익점,인천광역시,남구,인천광역시 남구 한나루로 424  1층,both
2070,반구점,울산광역시,중구,울산광역시 중구 반구동 101-8,both
2071,병영점,울산광역시,중구,울산광역시 중구 병영로 80,both
2072,성남점(울산),울산광역시,중구,울산광역시 중구 성남동 57-2 2F,both
2073,반구점,울산광역시,중구,울산광역시 중구 반구동 101-8,both
2074,병영점,울산광역시,중구,울산광역시 중구 병영로 80,both
2075,성남점(울산),울산광역시,중구,울산광역시 중구 성남동 57-2 2F,both
2076,백암점,경상북도,울진군,경상북도 울진군 온정면 소태리 933,both
2077,원남점,경상북도,울진군,경상북도 울진군 매화면 매화리 1165-17,both
2078,죽변점,경상북도,울진군,경상북도 울진군 죽변면 죽변리 427-1,both
2079,후포점,경상북도,울진군,경상북도 울진군 후포면 후포리 623-130,both
2080,백암점,경상북도,울진군,경상북도 울진군 온정면 소태리 933,both
2081,원남점,경상북도,울진군,경상북도 울진군 매화면 매화리 1165-17,both
2082,죽변점,경상북도,울진군,경상북도 울진군 죽변면 죽변리 427-1,both
2083,후포점,경상북도,울진군,경상북도 울진군 후포면 후포리 623-130,both
2084,백양사점,전라남도,장성군,전라남도 장성군 북하면 백양로 904,both
2085,백양사점,전라남도,장성군,전라남도 장성군 북하면 백양로 904,both
2086,백천점,경상북도,경산시,경상북도 경산시 백천동 573-1 108,both
2087,부기점,경상북도,경산시,경상북도 경산시 진량읍 금호강변로 820 창신무학타운110,both
2088,옥산점,경상북도,경산시,경상북도 경산시 성암로 10길 2-12(옥산동),both
2089,진량점,경상북도,경산시,경상북도 경산시 진량읍 황제리 70-1 창신황제상가 203,both
2090,백천점,경상북도,경산시,경상북도 경산시 백천동 573-1 108,both
2091,부기점,경상북도,경산시,경상북도 경산시 진량읍 금호강변로 820 창신무학타운110,both
2092,옥산점,경상북도,경산시,경상북도 경산시 성암로 10길 2-12(옥산동),both
2093,진량점,경상북도,경산시,경상북도 경산시 진량읍 황제리 70-1 창신황제상가 203,both
2094,복창점,경기도,평택시,"경기도 평택시 신장동 서밀월로18,2층",both
2095,서정점,경기도,평택시,경기도 평택시 서정동 288-15,both
2096,안정리점,경기도,평택시,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12",both
2097,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서7길 16,both
2098,오성점,경기도,평택시,경기도 평택시 오성면 숙성리 137-7,both
2099,이충점,경기도,평택시,경기도 평택시 이충동 680번지,both
2100,주공1점,경기도,평택시,경기도 평택시 평택2로 108 (비전동),both
2101,참이슬점,경기도,평택시,경기도 평택시 합정동 876-13,both
2102,청북신도시점,경기도,평택시,경기도 평택시 청북면 옥길리 1165-7,both
2103,청북점,경기도,평택시,경기도 평택시 청북면 현곡리 296-3,both
2104,평택1점,경기도,평택시,"경기도 평택시 중앙로 19(통복동, 2층)",both
2105,평택지산점,경기도,평택시,경기도 평택시 지산동 1130,both
2106,포승점,경기도,평택시,경기도 평택시 포승읍 석정리 1257-13 1층 3,both
2107,하북점,경기도,평택시,경기도 평택시 진위면 하북4길 3,both
2108,합정점,경기도,평택시,경기도 평택시 합정동 773-1,both
2109,복창점,경기도,평택시,"경기도 평택시 신장동 서밀월로18,2층",both
2110,서정점,경기도,평택시,경기도 평택시 서정동 288-15,both
2111,안정리점,경기도,평택시,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12",both
2112,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서7길 16,both
2113,오성점,경기도,평택시,경기도 평택시 오성면 숙성리 137-7,both
2114,이충점,경기도,평택시,경기도 평택시 이충동 680번지,both
2115,주공1점,경기도,평택시,경기도 평택시 평택2로 108 (비전동),both
2116,참이슬점,경기도,평택시,경기도 평택시 합정동 876-13,both
2117,청북신도시점,경기도,평택시,경기도 평택시 청북면 옥길리 1165-7,both
2118,청북점,경기도,평택시,경기도 평택시 청북면 현곡리 296-3,both
2119,평택1점,경기도,평택시,"경기도 평택시 중앙로 19(통복동, 2층)",both
2120,평택지산점,경기도,평택시,경기도 평택시 지산동 1130,both
2121,포승점,경기도,평택시,경기도 평택시 포승읍 석정리 1257-13 1층 3,both
2122,하북점,경기도,평택시,경기도 평택시 진위면 하북4길 3,both
2123,합정점,경기도,평택시,경기도 평택시 합정동 773-1,both
2124,봉동점,전라북도,완주군,전라북도 완주군 봉동읍 장기리 214-1,both
2125,봉동점,전라북도,완주군,전라북도 완주군 봉동읍 장기리 214-1,both
2126,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17,both
2127,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17,both
2128,부강점,세종특별자치시,세종시,세종특별자치시   부강면 부강2길 11,both
2129,서면점(충남),세종특별자치시,세종시,세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,both
2130,세종첫마을점,세종특별자치시,세종시,"세종특별자치시   나리로 38, 첫마을아파트 7단지 상가 103호",both
2131,세종청사점,세종특별자치시,세종시,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",both
2132,전의점,세종특별자치시,세종시,세종특별자치시   전의면 운주산로 1205,both
2133,조치원2점,세종특별자치시,세종시,세종특별자치시   조치원읍 조치원로 52,both
2134,조치원3점,세종특별자치시,세종시,세종특별자치시   조치원읍 충현로 159 욱일@상가B07호,both
2135,부강점,세종특별자치시,세종시,세종특별자치시   부강면 부강2길 11,both
2136,서면점(충남),세종특별자치시,세종시,세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,both
2137,세종첫마을점,세종특별자치시,세종시,"세종특별자치시   나리로 38, 첫마을아파트 7단지 상가 103호",both
2138,세종청사점,세종특별자치시,세종시,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",both
2139,전의점,세종특별자치시,세종시,세종특별자치시   전의면 운주산로 1205,both
2140,조치원2점,세종특별자치시,세종시,세종특별자치시   조치원읍 조치원로 52,both
2141,조치원3점,세종특별자치시,세종시,세종특별자치시   조치원읍 충현로 159 욱일@상가B07호,both
2142,부곡온천점,경상남도,창녕군,경상남도 창녕군 부곡면 온천중앙로 47,both
2143,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 명덕로 48,both
2144,부곡온천점,경상남도,창녕군,경상남도 창녕군 부곡면 온천중앙로 47,both
2145,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 명덕로 48,both
2146,부석점,경상북도,영주시,경상북도 영주시 부석면 소천리 381-7,both
2147,순흥점,경상북도,영주시,경상북도 영주시 순흥면 읍내리 315-1,both
2148,장수점,경상북도,영주시,경상북도 영주시 장수면 장수로 48,both
2149,지사분점점,경상북도,영주시,경상북도 영주시 가흥동 530 시영상가 나동 102호,both
2150,풍기점,경상북도,영주시,경상북도 영주시 풍기읍 풍기로 49-1,both
2151,부석점,경상북도,영주시,경상북도 영주시 부석면 소천리 381-7,both
2152,순흥점,경상북도,영주시,경상북도 영주시 순흥면 읍내리 315-1,both
2153,장수점,경상북도,영주시,경상북도 영주시 장수면 장수로 48,both
2154,지사분점점,경상북도,영주시,경상북도 영주시 가흥동 530 시영상가 나동 102호,both
2155,풍기점,경상북도,영주시,경상북도 영주시 풍기읍 풍기로 49-1,both
2156,부송점,전라북도,익산시,전라북도 익산시 부송1로 65,both
2157,어양점,전라북도,익산시,전라북도 익산시 고봉로18길 107(어양동),both
