,store,sido,gungu,store_address,_merge
288,세종장군점,세종특별자치시,세종시,"세종특별자치시 장군면 장척로 569 1층 104,105호",both
289,세종종촌점,세종특별자치시,세종시,"세종특별자치시 도움3로 159 (종촌동, 가재마을3단지 1층 113호",both
290,연기보통점,세종특별자치시,세종시,세종특별자치시 연기면 공단로 180-40 (지하1층),both
291,조치원점,세종특별자치시,세종시,세종특별자치시 조치원읍 섭골길 20 1동 1층상가,both
292,송도라마다호텔BBQ타운점,인천광역시,연수구,"인천광역시 연수구 능허대로267번길 29 (동춘동) 106,107호",both
293,송도센트럴파크점,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로42번길 61 (송도동,  817-104",both
294,인천연수스타점,인천광역시,연수구,"인천광역시 연수구 용담로118번길 21 (연수동, 미지프 연수동,미지프라임빌101호",both
295,인천옥련점,인천광역시,연수구,인천 연수구 옥련동 371 지상1층 101호,both
296,송도신도시점,인천광역시,연수구,"인천광역시 연수구 컨벤시아대로274번길 15 (송도동,  상가동 1층 2호",both
297,송도캠퍼스타운점,인천광역시,연수구,인천 연수구 송도동 149 C동 203호 ,both
298,인천동춘점,인천광역시,연수구,"인천광역시 연수구 앵고개로254번길 19-6 (동춘동, 1층일부(1호))",both
299,인천선학점,인천광역시,연수구,"인천광역시 연수구 선학로 101 (선학동, 뉴서울아파트 117호",both
300,인천연수점,인천광역시,연수구,인천 연수구 동춘동 925번지 한양1차상가 105호,both
301,순천신대점,전라남도,순천시,전라남도 순천시 해룡면 신대로 119 (1층),both
302,순천법원점(까페),전라남도,순천시,전남 순천시 왕지동 869-1,both
303,순천오천점,전라남도,순천시,전라남도 순천시 오천7길 28 (오천동) 1층 101호,both
304,전남남부점,전라남도,순천시,전남 순천시 장천동 85-81 101호(1층),both
305,전남순천금당점,전라남도,순천시,전남 순천시 해룡면 상삼리 614-4,both
306,전남순천연향2점,전라남도,순천시,전남 순천시 연향동 1613-2,both
307,전남연향점,전라남도,순천시,"전라남도 순천시 연향번영4길 30 (연향동, 좋은친구들 1층",both
308,전남조례점,전라남도,순천시,전라남도 순천시 봉화2길 71 (조례동),both
309,신공항점,인천광역시,중구,"인천광역시 중구 신도시남로141번길 5-12 (운서동, 화 1층 108호, 109호",both
310,영종하늘도시점,인천광역시,중구,"인천광역시 중구 하늘중앙로195번길 23 (중산동, 하늘 103호",both
311,영종행복점,인천광역시,중구,인천광역시 중구 넙디로 56 101호(운서동) ,both
312,아산탕정점,충청남도,아산시,충청남도 아산시 탕정면 탕정면로8번길 3-12 ,both
313,온양관광호텔점,충청남도,아산시,"충청남도 아산시 온천대로 1459 (온천동, 온양관광호 1층",both
314,아산청솔점,충청남도,아산시,충남 아산시 장존동 305-7 청솔아파트상가 203-1호,both
315,온양권곡점,충청남도,아산시,충남 아산시 권곡동 205-1 청솔아파트상가 106,both
316,충남온양본점,충청남도,아산시,충청남도 아산시 온중로54번길 7-4 ,both
317,충남둔포점,충청남도,아산시,충남 아산시 둔포면 둔포리 415-14,both
318,충남배방점,충청남도,아산시,충남 아산시 배방면 공수리 65-4,both
319,충남신창점,충청남도,아산시,충청남도 아산시 신창면 온천대로 820 ,both
320,충남아산인주점,충청남도,아산시,충남 아산시 인주면 밀두리 137-2,both
321,여주스타점,경기도,여주시,경기도 여주군 여주읍 세종로 145-7 ,both
322,여주현암점,경기도,여주시,"경기도 여주시 현암2길 10 (현암동) 1,2층",both
323,여주금사점,경기도,여주시,경기 여주군 금사면 이포리 185-25,both
324,여주대신점,경기도,여주시,경기도 여주시 대신면 여양로 1465-1 ,both
325,여주대점,경기도,여주시,경기도 여주군 여주읍 세종로 351-6 ,both
326,오창본점,충청북도,청주시,"충북 청원군 오창읍 과학산업2로 383, 1층",both
327,청주사천점,충청북도,청주시,충청북도 청주시 청원구 율천북로 53 (사천동) ,both
328,청주성안점,충청북도,청주시,충북 청주시 상당구 석교동 33-7 2층,both
329,청주성화점,충청북도,청주시,충청북도 청주시 서원구 장전로20번길 16 (성화동) 1층,both
330,청주성화점(cafe)(2),충청북도,청주시,충청북도 청주시 서원구 장전로20번길 16 (성화동) 1층,both
331,충북오송점,충청북도,청주시,"충청북도 청원군 오송읍 오송생명3로 87 모아미래도아 상가동 201,202호",both
332,청주모충점,충청북도,청주시,충청북도 청주시 흥덕구 모충로 79 (모충동) ,both
333,청주지웰시티몰점,충청북도,청주시,"충북 청주시 흥덕구 복대동 3379 신영지웰시티1차 상업시설 B26,B30",both
334,청원강내점,충청북도,청주시,충북 청원군 강내면 태성탑연로 448-32,both
335,청주금천점,충청북도,청주시,충북 청주시 상당구  금천동 303,both
336,청주복대점,충청북도,청주시,충북 청주시 흥덕구 복대동 2277번지,both
337,청주봉명점,충청북도,청주시,충청북도 청주시 흥덕구 1순환로512번길 39 (봉명동) 1층,both
338,청주분평점,충청북도,청주시,충북 청주시 흥덕구 분평동 1405,both
339,청주사직점,충청북도,청주시,충청북도 청주시 흥덕구 창직로29번길 30 (사창동) ,both
340,청주산남중앙점,충청북도,청주시,충청북도 청주시 서원구 두꺼비로45번길 18 (산남동) 1층 101호(산남푸르지오),both
341,청주율량점,충청북도,청주시,"충청북도 청주시 청원구 율봉로176번길 55 (율량동,  ",both
342,청주풍광점,충청북도,청주시,충청북도 청주시 흥덕구 풍산로47번길 57 (가경동) 1층,both
343,청주하복대점,충청북도,청주시,"충청북도 청주시 흥덕구 짐대로 6 (복대동, 벽산아파 101호",both
344,충북오창과학단지점,충청북도,청주시,충청북도 청주시 청원구 오창읍 구룡2길 67-3 ,both
345,충북옥산점,충청북도,청주시,충청북도 청원군 옥산면 청주역로 651-1 ,both
346,웅진플레이도시점,경기도,부천시,"경기도 부천시 원미구 조마루로 2 상동, 스포츠센타동1층 E102호,F106호 ",both
347,부천괴안역곡점,경기도,부천시,"경기 부천시 소사구 범안로 54, 그린홈프라자 204호",both
348,부천미리내점,경기도,부천시,"경기도 부천시 원미구 조마루로291번길 25 (중동, 센 117호",both
349,부천소사본점,경기도,부천시,경기도 부천시 소사구 소사로  211-2,both
350,부천송내점,경기도,부천시,경기도 부천시 소사구 성주로 112 송내동,both
351,부천시민회관점,경기도,부천시,경기 부천시 원미구 중동 792-2번지 1층,both
352,부천여월점,경기도,부천시,"경기도 부천시 오정구 성곡로 16번길 7, 다동 1층 1호",both
353,역곡역점,경기도,부천시,"경기도 부천시 원미구 부일로 702 (역곡동, 남영아파 상가동 105, 106호",both
354,부천상동2점(3),경기도,부천시,경기도 부천시 조마루로97번길 33-13 (상동) 1층,both
355,부천상동3점,경기도,부천시,경기 부천시 원미구 상동 534-9 모건시티 1층,both
356,부천상동점,경기도,부천시,경기 부천시 원미구 상1동 392번지 한아름상가 112호,both
357,부천심곡점,경기도,부천시,경기도 부천시 소사구 성주로 216 (심곡본동),both
358,부천약대점,경기도,부천시,경기 부천시 오정구 내동 31-28 효마을타운 101-101,both
359,부천역곡2점,경기도,부천시,경기 부천시 원미구 역곡동 411 동부센트레빌 3단지 제상가동 103,both
360,부천원종점,경기도,부천시,"경기 부천시 오정구 원종동 230-5 외1필지대창스페이스106,107호",both
361,부천원종초등점,경기도,부천시,"경기도 부천시 오정구 삼작로 400 (원종동, 원종시장) 127호(원종동,원종시장)",both
362,부천중동본점,경기도,부천시,경기 부천시 원미구 중동 1100 대원아파트상가동1층 107호,both
363,소사시온점,경기도,부천시,경기도 부천시 소사본동 409-1 (유성메트로) 1층 111호,both
364,원주무실스타점,강원도,원주시,강원도 원주시 봉바위길 60 1층,both
365,원주일산점,강원도,원주시,"강원도 원주시 천사로 175 (일산동,1층)",both
366,태장1동점,강원도,원주시,강원 원주시 태장동 126-10 ,both
367,문막점,강원도,원주시,강원 원주시 문막읍 동화리 1541,both
368,원주개운점,강원도,원주시,강원도 원주시 단구로 243 (단구동) ,both
369,원주관설점(BBQ+닭2),강원도,원주시,강원 원주시 관설동 1455-5번지 1층,both
370,원주구곡점,강원도,원주시,강원도 원주시  늘품로 45 늘품로 46,both
371,원주단계점,강원도,원주시,강원도 원주시 백간공원길 16-2 (단계동) 1층,both
372,원주명륜점(2),강원도,원주시,강원 원주시 명륜동 824-4번지,both
373,원주무실점,강원도,원주시,강원 원주시 무실동 1714번지 103호,both
374,원주봉산점,강원도,원주시,강원 원주시 봉산동 1048-3,both
375,원주우산점(Express)(2),강원도,원주시,강원도 원주시 우산로 45 (우산동) 지상1층,both
376,원주태장점,강원도,원주시,강원도 원주시 흥양로18번길 35 (태장동) 1층 101호,both
377,원주혁신도시점,강원도,원주시,"강원도 원주시 입춘로 73 (반곡동) 1층 108호(반곡동, 채움빌딩)",both
378,원주흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 85 ,both
379,익산어양점(프리미엄)(명변),전라북도,익산시,"전라북도 익산시 무왕로19길 32 (어양동, 학원 및 소 1층",both
380,익산영등점,전라북도,익산시,"전라북도 익산시 고봉로32길 40 (영등동, 조이미용실) ",both
381,익산부송점,전라북도,익산시,전라북도 익산시 부송로 110 (부송동) 1층,both
382,웅포베어리버,전라북도,익산시,전북 익산시 웅포면 웅포리 172-9 3층,both
383,원광대점,전라북도,익산시,전라북도 익산시 익산대로 460 (신동) 1층 14호 원광대학교 학생회관,both
384,원광대점(올리브카페),전라북도,익산시,"전라북도 익산시 익산대로58길 23 (신동, 피플하우스) ",both
385,익산동산점,전라북도,익산시,"전라북도 익산시 서동로 126 (동산동, 탐나왕족발) ",both
386,익산모현점,전라북도,익산시,"전라북도 익산시 선화로6길 40-7 (모현동1가, 비젼빌 ",both
387,임실스타점,전라북도,임실군,전라북도 임실군 임실읍 호국로 1650 ,both
388,전남해남점,전라남도,해남군,전라남도 해남군 해남읍 북부순환로 204 ,both
389,종로본점,서울특별시,종로구,서울특별시 종로구 청계천로 81 (관철동),both
390,종로6가점(cafe),서울특별시,종로구,서울 종로구 종로6가 138-1번지,both
391,대학로점,서울특별시,종로구,서울 종로구 명륜동2가 22-2 도가빌딩 1층,both
392,경희궁자이점,서울특별시,종로구,서울 종로구 무악동 45-304,both
393,명륜점,서울특별시,종로구,서울 종로구 명륜3가 2~160 53 유림회관부속동1층 20,both
394,세검정점,서울특별시,종로구,서울 종로구 신영동 131-2,both
395,안국점,서울특별시,종로구,서울특별시 종로구 창덕궁길 84 (원서동) ,both
396,종로3가점,서울특별시,종로구,서울 종로구 낙원동 150-1 파고다빌딩 1층,both
397,창신점,서울특별시,종로구,서울 종로구 창신동 22-3 1층,both
398,효자점,서울특별시,종로구,서울 종로구 옥인동 92번지,both
399,진천점,충청북도,진천군,충청북도 진천군 진천읍 중앙동로 52-1 ,both
400,진천덕산점,충청북도,진천군,충북 진천군 덕산면 용몽리 588,both
401,진천이월점,충청북도,진천군,충북 진천군 이월면 송림리 441-39,both
402,청원부용점(펀앤정),충청북도,진천군,충청북도 진천군 덕산면 초금로 753 ,both
403,충북광혜원점,충청북도,진천군,충북 진천군 광혜원면 광혜원리 419~650 529-65,both
404,진해용원점,경상남도,창원시,"경상남도 창원시 진해구 용원서로 38 용원동,송해빌딩105호106호",both
405,마산양덕점,경상남도,창원시,"경상남도 창원시 마산회원구 산호천동길 94 (양덕동,  ",both
406,창원봉곡점,경상남도,창원시,경상남도 창원시 의창구 원이대로279번길 17 (봉곡동) 1층,both
407,창원북면점,경상남도,창원시,경상남도 창원시 의창구 북면 천주로577번길 25  106(1층),both
408,창원상남스타점(치킨앤비어),경상남도,창원시,"경상남도 창원시 성산구 중앙대로 90 (상남동, 디아트 1층 105호",both
409,마산구암점,경상남도,창원시,경남 창원시 마산회원구 구암동 19-35번지,both
410,마산삼계점,경상남도,창원시,"경남 마산시 내서읍 삼계리 21 현대아파트상가102,103호",both
411,마산석전점,경상남도,창원시,경상남도 창원시 마산회원구 석전남8길 72 ,both
412,마산월영점,경상남도,창원시,경상남도 창원시 마산합포구 월영마을로 29 동아2차아 202,both
413,마산창동점,경상남도,창원시,경상남도 창원시 마산합포구 동서동3길 39 (신포동1가 ,both
414,마산호계점,경상남도,창원시,경남 마산시 내서읍 호계리 72-1 지팝프라자106호 107,both
415,진해자은점,경상남도,창원시,경남 진해시 자은동 911 성원아파트상가 105,both
416,진해자은점(N)(express)(2),경상남도,창원시,"경상남도 창원시 진해구 냉천로 106 (자은동, 성원아 상가동 105호",both
417,진해제덕점,경상남도,창원시,경상남도 창원시 진해구 제덕로179번길 7 3동 1층,both
418,진해풍호점,경상남도,창원시,경남 창원시 진해구 풍호동 305-8 마린푸르지오 상가 ,both
419,창원남양점,경상남도,창원시,경상남도 창원시 성산구 가양로 90 (남양동) 1층,both
420,창원내동점,경상남도,창원시,경남 창원시 내동 454-5 엑스포상가 108호,both
421,창원대방점,경상남도,창원시,경남 창원시 성산구 대방동 331~360 355 성원3차상가1층131호,both
422,창원도계점,경상남도,창원시,"경상남도 창원시 의창구 도계로60번길 7 (도계동, 트 ",both
423,창원반송점,경상남도,창원시,경남 창원시 성산구 반림동 41 2층 208호,both
424,창원사파점,경상남도,창원시,경남 창원시 사파동 137-1 1층,both
425,창원상남점,경상남도,창원시,경남 창원시 상남동 49-1 명성상가 102,both
426,창원상남점(express)(4),경상남도,창원시,"경상남도 창원시 성산구 동산로72번길 16 (상남동, 명 1층 103호",both
427,창원시티7점,경상남도,창원시,"경상남도 창원시 의창구 원이대로 332 (대원동, 더시 상업시설동1층 G-125호",both
428,창원신촌점,경상남도,창원시,경남 창원시 신촌동 22-1 양곡상가 가동 101-2호,both
429,창원용호점,경상남도,창원시,경상남도 창원시 의창구 창이대로478번길 16-21 (용호동),both
430,창원이동점,경상남도,창원시,"경상남도 창원시 진해구 해원로 34 (이동, 예일빌딩) 102호",both
431,창원중앙점,경상남도,창원시,"경상남도 창원시 성산구 용지로121번길 8 (중앙동, 옥 1층",both
432,창원팔용점,경상남도,창원시,경상남도 창원시 의창구 사화로 62 (팔용동) 1층,both
433,첨단신용점(프리미엄직영),광주광역시,북구,광주광역시 북구 첨단연신로107번길 5 (신용동) ,both
434,광주첨단2지구점,광주광역시,북구,"광주광역시 북구 첨단연신로 250 (신용동, 첨단휴먼시 신용동,휴먼시아상가동2층203호",both
435,광주매곡점,광주광역시,북구,광주광역시 북구 서하로 96 (매곡동) 1층,both
436,광주용두점,광주광역시,북구,광주 북구 양산동 910,both
437,광주용봉비엔날레점(cafe),광주광역시,북구,광주 북구 용봉동 1091-4번지 엠타워 103호,both
438,광주운암점(Cafe),광주광역시,북구,광주 북구 운암동 959-2 1층,both
439,광주일곡점,광주광역시,북구,광주광역시 북구 송해로 72 (일곡동) ,both
440,동림점,광주광역시,북구,광주 북구 동림동 645번지 삼익상가,both
441,두암사랑점(cafe),광주광역시,북구,"광주광역시 북구 삼정로 143 (두암동, 송산아파트) 102",both
442,문흥지구점,광주광역시,북구,"광주광역시 북구 천지인로173번길 28 (문흥동, 광명아 상가A동 108호",both
443,전남대정문점,광주광역시,북구,광주광역시 북구 자미로66번길 8 (신안동) 1층,both
444,통일스타점,경기도,안양시,경기도 안양시 동안구 평촌대로427번길 60-8 (비산동) ,both
445,범계점,경기도,안양시,경기 안양시 동안구 호계동 1047-3 성보빌딩 103호,both
446,석수역점,경기도,안양시,"경기도 안양시 만안구 연현로 103 1층 107호 (석수동,석수두산위브상가)",both
447,안양코암호텔점,경기도,안양시,경기 안양시 만안구 안양동 431-10,both
448,호계점(치킨&비어)(2)(명변),경기도,안양시,"경기도 안양시 동안구 엘에스로 45 (호계동, 대영골든 ",both
449,안양4점,경기도,안양시,경기도 안양시 만안구 냉천로 161 (안양동) ,both
450,안양관양점,경기도,안양시,경기 안양시 동안구 관양동 1387-23 지상1층,both
451,안양덕천점,경기도,안양시,경기 안양시 만안구 안양동 1380 주공뜨란채상가 106호,both
452,안양비산중앙점,경기도,안양시,경기 안양시 동안구 비산1동 497-1번지 1층,both
453,안양석수점(3)(명변2),경기도,안양시,경기 안양시 만안구 석수2동 294~314 304-23,both
454,안양예술공원점,경기도,안양시,경기도 안양시 만안구 예술공원로 73 (안양동) 1층,both
455,안양인덕원점,경기도,안양시,경기 안양시 동안구 관양동 1508-5,both
456,안양충훈본점,경기도,안양시,경기 안양시 만안구 석수3동 764-4번지 1층101호,both
457,안양평촌1점,경기도,안양시,경기 안양시 동안구 평촌동 897-5번지,both
458,안양평촌향촌점,경기도,안양시,경기 안양시 동안구 평촌동 341-1,both
459,안양호계점,경기도,안양시,경기 안양시 동안구 호계동 990-4 1층,both
460,호계플라자,경기도,안양시,경기 안양시 동안구 호계동 933-25,both
461,파주금촌로데오점,경기도,파주시,"경기도 파주시 금빛로 24-9 (금촌동,조인원프라자2층 202호)",both
462,금촌새말행운점,경기도,파주시,경기도 파주시 정담길 30 (아동동) 106호,both
463,파주봉일천점,경기도,파주시,경기도 파주시 조리읍 봉천로 37-14 ,both
464,파주LCD점,경기도,파주시,경기도 파주시 월롱면 엘씨디로241번길 8-19 2층 201호,both
465,광탄점,경기도,파주시,경기 파주시 광탄면 신산리 358-17,both
466,교하신도시점,경기도,파주시,"경기도 파주시 책향기로 439 (동패동, 책향기마을동문 204호",both
467,금촌점,경기도,파주시,경기도 파주시 금정16길 6 (금촌동) 73-19,both
468,문산행복점,경기도,파주시,경기도 파주시 문산읍 당동1로 52 ,both
469,선유리점,경기도,파주시,경기도 파주시 문산읍 사임당로 44 선유프라자나동2호,both
470,운정2점,경기도,파주시,"경기도 파주시 청암로 14 (목동동, 산내마을8단지) ",both
471,운정스타점,경기도,파주시,경기도 파주시 가람로51번길 16-33 (와동동) ,both
472,운정한울점,경기도,파주시,"경기도 파주시 한울로 102 (동패동, 한울마을6단지 상 103호",both
473,적성점(3명변),경기도,파주시,경기 파주시 적성면 마지리 46-6번지,both
474,파주문산점,경기도,파주시,경기도 파주시 문산읍 독산로 41-1 1층,both
475,파주야당점,경기도,파주시,경기도 파주시 경의로 1070 (야당동) ,both
476,파주운정점,경기도,파주시,"경기도 파주시 미래로 562 (와동동, 가람마을9단지남 ",both
477,파주LCD점,경기도,파주시,경기 파주시 탄현면 금승리 11번지 102호,both
478,패밀리타운점,서울특별시,송파구,서울 송파구 문정동 150-25호 1층,both
479,잠실엘스점,서울특별시,송파구,"서울특별시 송파구 올림픽로 119 , 172(잠실동,지하1층)",both
480,송파법조타운점(2)(치킨앤비어),서울특별시,송파구,"서울특별시 송파구 법원로 114 (문정동, 엠스테이트) C동 225호",both
481,가락2점,서울특별시,송파구,서울 송파구 가락2동 190-7번지  1층,both
482,가락점,서울특별시,송파구,서울 송파구 가락동 90-3,both
483,거여점,서울특별시,송파구,서울 송파구 거여동 343-4 송파공고옆,both
484,기타(쇼핑몰),서울특별시,송파구,"서울특별시 송파구 중대로 64 (문정동, 진현빌딩) ",both
485,마천점,서울특별시,송파구,서울 송파구 마천동 183-47 상가 1층 101호,both
486,문정점,서울특별시,송파구,서울 송파구 문정동 39-1,both
487,방이점,서울특별시,송파구,"서울 송파구 방이동 126-13, 1층 (가락로36길 6, 방이동)",both
488,석촌2점,서울특별시,송파구,서울 송파구 석촌동 156-6,both
489,송파삼전점,서울특별시,송파구,"서울특별시 송파구 백제고분로28길 8 (삼전동,한양빌딩1층)",both
490,송파점,서울특별시,송파구,서울 송파구 송파동 100-1 1층,both
491,오금점,서울특별시,송파구,"서울특별시 송파구 위례성대로20길 8 (오금동, 광승빌 1층",both
492,잠실선수촌점,서울특별시,송파구,서울 송파구 잠실본동 313-9번지 1층,both
493,잠실스타점,서울특별시,송파구,서울 송파구 신천동 11 장미씨상가동1층 112호,both
494,잠실신천점,서울특별시,송파구,서울 송파구 잠실본동 233 번지  1층,both
495,잠실파크리오점,서울특별시,송파구,서울 송파구 신천동 20-6 파크리오B상가 1층 105,both
496,파인타운점,서울특별시,송파구,"서울특별시 송파구 새말로6길 49 (문정동, 석재빌) 1층",both
497,평택스타점,경기도,평택시,경기도 평택시 자유로 2 (평택동),both
498,안중점,경기도,평택시,경기도 평택시 안중읍 안현로서9길 161 102(정동빌딩),both
499,평택서정점,경기도,평택시,경기도 평택시 특구로27번길 25 (서정동),both
500,비전중앙점,경기도,평택시,경기 평택시 비전동 764-7 1층,both
501,송탄금호점,경기도,평택시,경기도 평택시 서정북로 87 (서정동) ,both
502,평택고덕태평점,경기도,평택시,경기 평택시 고덕면 궁리 72-1번지 외 1필지,both
503,평택동삭점,경기도,평택시,경기도 평택시 서재로 43 (동삭동) 101호,both
504,평택세교점(cafe),경기도,평택시,경기 평택시 세교동 567-16번지,both
505,평택용이점,경기도,평택시,경기 평택시 용이동 464-6 101호 ,both
506,평택이충점,경기도,평택시,경기도 평택시 추담로 58-78 (장안동) 2동 2층 202호,both
507,평택칠원점,경기도,평택시,경기 평택시 칠원동 39-9,both
508,평택팽성점,경기도,평택시,경기도 평택시 팽성읍 부용로 31 1층 101호(국제빌딩),both
509,평택포승점,경기도,평택시,경기도 평택시 포승읍 포승공단순환로 403 삼부르네상 상가-110,both
510,포천송우행운점,경기도,포천시,경기도 포천시 소흘읍 솔모루로 40 ,both
511,포천중앙점,경기도,포천시,"경기 포천시 신읍동 191-35,37,38",both
512,송우점,경기도,포천시,경기 포천시 소흘읍 송우리 726-15번지 ,both
513,포천가산점,경기도,포천시,경기도 포천시 가산면 선마로 238 ,both
514,포천경복대점,경기도,포천시,경기도 포천시 신북면 신평로 168 ,both
515,포천관인점,경기도,포천시,경기도 포천시 관인면 탄동1길 8 ,both
516,포천운천점(올리브카페),경기도,포천시,경기도 포천시 영북면 운천로9번길 5 1층,both
517,포천이동점(펀&정),경기도,포천시,경기 포천시 이동면 장암리 510-1번지,both
518,포천일동점,경기도,포천시,경기 포천시 일동면 기산리 91-151,both
519,합정스타점,서울특별시,마포구,"서울특별시 마포구 양화로8길 5 (서교동,소천빌딩1층)",both
520,마포공덕점,서울특별시,마포구,"서울특별시 마포구 마포대로 156 (공덕동, 공덕푸르지 ",both
521,마포도화점,서울특별시,마포구,서울 마포구 도화동 7-20,both
522,마포용강점,서울특별시,마포구,서울 마포구 대흥동 541-1 1층,both
523,만리점,서울특별시,마포구,서울 마포구 공덕동 7-249,both
524,망원점,서울특별시,마포구,서울 마포구 망원동 475-35 ,both
525,상암점,서울특별시,마포구,서울 마포구 상암동 1000~1599 1462번지,both
526,서교점(cafe)(2),서울특별시,마포구,서울특별시 마포구 월드컵북로5길 22 (서교동) 1층,both
527,성산점,서울특별시,마포구,"서울특별시 마포구 월드컵로32길 35 (성산동) 101(성산동,1층)",both
528,창전점,서울특별시,마포구,"서울특별시 마포구 서강로14길 5 (노고산동,1층)",both
529,홍대역점,서울특별시,마포구,서울 마포구 동교동 147-4 1층,both
530,향남스타점,경기도,화성시,"경기도 화성시 향남읍 발안로 116 , 204(중앙프라자)",both
531,동탄시범단지점,경기도,화성시,"경기도 화성시 동탄반송3길 46-2 (반송동) 101,102호",both
532,병점2점,경기도,화성시,경기도 화성시 병점중앙로 195 (진안동) ,both
533,동탄산업단지점,경기도,화성시,경기도 화성시 동탄면 동탄기흥로 147-13 205호(센터프라자),both
534,경기사강점,경기도,화성시,경기도 화성시 송산면 사강로 159 106호~107호,both
535,동탄능동점,경기도,화성시,경기 화성시 능동 1116번지 광명메이루즈상가 1층,both
536,동탄솔빛나루점,경기도,화성시,경기도 화성시 동탄반석로 99 (반송동) 106호,both
537,동탄청계점(express)(3),경기도,화성시,"경기도 화성시 동탄대로시범길 122 (청계동, 시범호반 상가동 108호",both
538,동탄푸른숲속점,경기도,화성시,"경기도 화성시 10용사로 349-11 (능동, 위너스프라자) 112",both
539,병점1점,경기도,화성시,경기 화성시 병점동 407-4 창명빌딩 107호,both
540,봉담행복점(cafe),경기도,화성시,경기 화성시 봉담읍 상리 21-3번지,both
541,수원신영통점,경기도,화성시,경기 화성시 반월동 신영통현대3차아파트 (301~311동) 3단지 상가 110호,both
542,수원조암점,경기도,화성시,경기 화성시 우정읍 조암리 217-14번지,both
543,와우리점,경기도,화성시,"경기도 화성시 효행로 229-9 (기안동) 기안동, 광도와이드빌상가 102호",both
544,정남점,경기도,화성시,경기 화성시 정남면 괘랑리 1051-1 번지,both
545,향남부영점,경기도,화성시,경기도 화성시 향남읍 하길로 70 (오색마을 사랑으로 상가동 103호,both
546,가양점,서울특별시,강서구,"서울특별시 강서구 강서로 497 (가양동, 학원빌딩) 1층",both
547,방화역점,서울특별시,강서구,"서울특별시 강서구 금낭화로 287-50 (방화동,오피앙2오피스텔111호~112호)",both
548,신방화점,서울특별시,강서구,서울 강서구 방화동 187-45 1층,both
549,강서2점,서울특별시,강서구,서울 강서구 등촌1동 654-77,both
550,개화산점,서울특별시,강서구,서울특별시 강서구 초원로 47 방화동 1층1호,both
551,공항점,서울특별시,강서구,서울 강서구 공항동 41-44번지,both
552,까치산점,서울특별시,강서구,서울 강서구 화곡8동 332-12,both
553,등촌3점,서울특별시,강서구,"서울특별시 강서구 강서로68길 36 (등촌동, 등촌주공1 105",both
554,마곡점,서울특별시,강서구,"서울특별시 강서구 마곡동로 61 (마곡동, 에이스프라 1층 102호",both
555,발산점,서울특별시,강서구,서울특별시 강서구 강서로47길 46 (내발산동) 1층,both
556,방화점(2),서울특별시,강서구,서울 강서구 방화동 260-40 번지,both
557,염창점,서울특별시,강서구,서울특별시 강서구 양천로 623 (염창동) 1층,both
558,화곡1점,서울특별시,강서구,서울 강서구 화곡1동 358-10 ,both
559,화곡2점,서울특별시,강서구,서울 강서구 화곡4동 772-63,both
560,화곡5점,서울특별시,강서구,서울 강서구 화곡6동 976-1,both
561,가평점,경기도,가평군,경기도 가평군 가평읍 보납로6번길 5 1층,both
562,가평북면점,경기도,가평군,경기도 가평군 북면 화악산로 18 1층,both
563,가평설악점,경기도,가평군,경기 가평군 설악면 신천리 462-14,both
564,가평청평점(펀&정2),경기도,가평군,경기 가평군 청평면 청평리 413-16외1필지,both
565,강화점,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로 358 (전원표구화 ,both
566,강화세광점,인천광역시,강화군,인천 강화군 선원면 창리 642-1,both
567,거제아주점(Cafe),경상남도,거제시,경상남도 거제시 아주1로1길 42-1 (아주동) 1층,both
568,거제옥포점,경상남도,거제시,경상남도 거제시 성산로1길 2 (옥포동) 1층,both
569,거제삼성점,경상남도,거제시,"경상남도 거제시 장평4로 57 (장평동, 그린피아) 101호",both
570,거제고현점,경상남도,거제시,경남 거제시 고현동 1035-6,both
571,거제상동점,경상남도,거제시,경남 거제시 상동동 931-18 상가동 102호 ,both
572,거제수양점(올리브카페),경상남도,거제시,경상남도 거제시 수양로 432 (수월동) ,both
573,거제장승포점,경상남도,거제시,"경상남도 거제시 장승로 168 (장승포동, 효은빌딩) (장승포동,외1필지(1층))",both
574,거제중곡수월점,경상남도,거제시,경상남도 거제시 중곡로1길 28-4 (고현동) 1층(고현동),both
575,아쿠아리우스리조트점,경상남도,거제시,경상남도 거제시 사등면 거제대로 5697-6 (유원빌리지 ,both
576,경남산청점,경상남도,산청군,경상남도 산청군 산청읍 웅석봉로 38-1 ,both
577,경남산청점(4),경상남도,산청군,경상남도 산청군 산청읍 웅석봉로 38-1 ,both
578,경남원지점,경상남도,산청군,경남 산청군 신안면 하정리 929-2,both
579,경남진영2점(cafe),경상남도,김해시,경남 김해시 진영읍 여래리 700-187번지,both
580,김해삼계점,경상남도,김해시,경상남도 김해시 해반천로168번길 26-18 (삼계동) ,both
581,김해아이스퀘어점,경상남도,김해시,경상남도 김해시 김해대로 2342 (부원동) A116호(부원역푸르지오아이스퀘어몰),both
582,김해외동점,경상남도,김해시,경남 김해시 외동 1187-13 ,both
583,김해관동점,경상남도,김해시,경남 김해시 관동동 444-4 중원프라자 104호 ,both
584,김해대성점,경상남도,김해시,경남 김해시 대성동 148-3,both
